index,chemostat,treatment,block,round,gen,age.at.maturity,m.length,sac.area,egg.mean,egg.sd,bad.angle,eggs.damaged,fuzzy.eggs
101,14,l,4,1,1,17,0.786,0.0361,0.0552,0.007089585,,1,
102,15,h,4,1,1,16,0.8174,0.0707,0.05313,0.00845446,,,
103,18,h,5,1,1,17,0.8419,0.0166,0.051283333,0.006666458,,1,
104,19,l,5,1,1,16,0.7904,0.0631,0.0587,0.00663325,,,
105,19,l,5,1,1,16,0.8412,0.0104,0.0546,0.006826908,,1,
106,20,l,5,1,1,17,0.8514,0.0561,0.05681,0.007756066,,,
107,20,l,5,1,1,17,0.8511,0.0123,0.055983333,0.007498644,,1,
108,20,l,5,1,1,17,0.8642,0.0474,0.05456,0.004692831,,,
109,20,l,5,1,1,17,0.7993,0.0494,0.06275,0.004140048,,,
110,2,l,1,1,1,18,0.7585,0.0564,0.05651,0.00567929,,,
111,9,l,3,1,1,18,0.8028,0.0644,0.05832,0.006890219,,,
112,9,l,3,1,1,18,0.7642,0.0413,0.05438,0.008945986,,,1
113,11,h,3,1,1,19,0.7344,0.0509,0.060133333,0.009623149,,,
114,12,h,3,1,1,19,0.7894,0.0732,0.06181,0.007634782,,,
115,13,h,4,1,1,18,0.7107,0.0735,0.0594,0.005965456,,,
116,14,l,4,1,1,18,0.7262,0.0397,0.058585714,0.004609204,,,
117,14,l,4,1,1,18,0.7604,0.0639,0.06678,0.007839048,,,
118,14,l,4,1,1,18,0.7145,0.0245,0.05432,0.006855436,,1,
119,14,l,4,1,1,18,0.759,0.0136,0.053366667,0.003987898,,1,
120,14,l,4,1,1,18,0.8213,0.0495,0.06207,0.006982526,1,1,
121,14,l,4,1,1,18,0.7329,0.0528,0.056833333,0.007049823,,1,
122,14,l,4,1,1,18,0.7903,0.0282,0.055466667,0.007907275,,,
123,15,h,4,1,1,17,0.7925,0.0372,0.0509,0.005559227,,1,
124,15,h,4,1,1,17,0.8529,0.0469,0.04854,0.004858486,,,
125,15,h,4,1,1,17,0.8347,0.0672,0.06094,0.004213787,,,
126,15,h,4,1,1,17,0.8119,0.0251,0.053933333,0.009650043,,1,
127,16,l,4,1,1,17,0.8705,0.0604,0.06437,0.007027415,,,
128,16,l,4,1,1,17,0.7599,0.0627,0.05964,0.005385206,,,
129,16,l,4,1,1,17,0.8024,0.0484,0.05929,0.00580181,1,,
130,18,h,5,1,1,18,0.7623,0.0154,0.058525,0.008921276,,1,
131,19,l,5,1,1,17,0.818,0.0438,0.05732,0.00878873,,,
132,20,l,5,1,1,18,0.8091,0.06,0.05049,0.005482994,,1,
133,20,l,5,1,1,18,0.8366,0.0681,0.05828,0.006573482,1,,
134,20,l,5,1,1,18,0.8397,0.0585,0.06344,0.007095413,,,
135,12,h,3,1,1,20,0.7904,0.0249,0.055116667,0.006667958,,1,
136,14,l,4,1,1,19,0.7748,0.0475,0.06436,0.005905402,,1,
137,15,h,4,1,1,18,0.7174,0.0543,0.05677,0.006505391,,1,
138,15,h,4,1,1,18,0.7783,0.0499,0.06129,0.007035221,1,1,
139,15,h,4,1,1,18,0.8102,0.0331,0.05125,0.00692696,,,
140,15,h,4,1,1,18,0.7938,0.0259,0.06262,0.007144197,,,
141,15,h,4,1,1,18,0.7763,0.0475,0.05188,0.005759591,,,
142,15,h,4,1,1,18,0.8317,0.0443,0.0548625,0.004129662,,,
143,15,h,4,1,1,18,0.7786,0.0408,0.0591,0.005710808,,,
144,15,h,4,1,1,18,0.8224,0.0453,0.06153,0.005827721,,,
145,15,h,4,1,1,18,0.7852,0.0571,0.0556,0.005030352,,,
146,19,l,5,1,1,18,0.8236,0.0466,0.05144,0.004415679,,,
147,19,l,5,1,1,18,0.8076,0.0539,0.05874,0.003611463,,,
148,20,l,5,1,1,19,0.7939,0.0381,0.05859,0.007177194,,,
149,9,l,3,1,1,20,0.781,0.0578,0.04853,0.001874418,,,
150,10,l,3,1,1,21,0.8053,0.0422,0.04705,0.007269304,,,
151,13,h,4,1,1,20,0.7237,0.0624,0.05981,0.005016517,,,
152,13,h,4,1,1,20,0.7866,0.0366,0.0582375,0.005838282,,1,
153,13,h,4,1,1,20,0.7982,0.0549,0.06392,0.004177665,1,,
154,18,h,5,1,1,20,0.8618,0.0563,0.05809,0.005278142,,,
155,19,l,5,1,1,19,0.8351,0.0458,0.06389,0.010138316,,,
156,1,h,1,1,1,21,0.721,0.0367,0.05742,0.00599459,,1,
157,20,l,5,1,1,20,0.7886,0.0443,0.053514286,0.009219441,,,
158,2,l,1,1,1,21,0.7847,0.0382,0.05418,0.007456213,,1,
159,10,l,3,1,1,22,0.7481,0.0276,0.06132,0.004106945,,1,
160,13,h,4,1,1,21,0.7534,0.0382,0.059142857,0.010556334,,,
161,14,l,4,1,1,21,0.7682,0.0443,0.058633333,0.00857817,,,
162,14,l,4,1,1,21,0.7396,0.0303,0.0602125,0.011081315,,,
163,14,l,4,1,1,21,0.7586,0.0382,0.06317,0.012466582,,,
164,15,h,4,1,1,20,0.7472,0.058,0.056975,0.009927559,,,
165,15,h,4,1,1,20,0.7402,0.0403,0.062114286,0.002482894,,,
166,16,l,4,1,1,20,0.8003,0.0544,0.05795,0.006258195,,,
167,16,l,4,1,1,20,0.7341,0.0336,0.055057143,0.005756404,,,
168,18,h,5,1,1,21,0.9008,0.062,0.05429,0.008854685,,,
169,18,h,5,1,1,21,0.8238,0.0492,0.05468,0.006432176,,,
170,2,l,1,1,1,22,0.8289,0.0452,0.05968,0.00694531,,1,
171,6,h,2,1,1,22,0.7346,0.0516,0.0605,0.009726253,,,
172,10,l,3,1,1,23,0.7736,0.0598,0.05608,0.006084005,,,
173,10,l,3,1,1,23,0.7134,0.0477,0.070544444,0.009364709,,,
174,11,h,3,1,1,23,0.703,0.0522,0.05636,0.007205584,,,
175,11,h,3,1,1,23,0.7301,0.0416,0.04919,0.004781085,,,
176,11,h,3,1,1,23,0.6458,0.0118,0.05872,0.004418371,,,
177,13,h,4,1,1,22,0.733,0.0431,0.0534625,0.005126385,,,
178,14,l,4,1,1,22,0.7314,0.034,0.060242857,0.006079983,,,
179,15,h,4,1,1,21,0.7889,0.0365,0.0566375,0.005405536,,,
180,16,l,4,1,1,21,0.7272,0.0444,0.05974,0.006654172,,,
181,16,l,4,1,1,21,0.7802,0.0625,0.05469,0.006404417,1,,
182,16,l,4,1,1,21,0.7116,0.0561,0.054366667,0.005783381,,,1
183,16,l,4,1,1,21,0.7581,0.0392,0.058816667,0.002095153,,,
184,16,l,4,1,1,21,0.7803,0.064,0.06178,0.008006497,,,
185,18,h,5,1,1,22,0.8973,0.0639,0.06155,0.008224118,,,
186,18,h,5,1,1,22,0.9191,0.0291,0.0492,0.010610507,,1,
187,2,l,1,1,1,23,0.7867,0.0737,0.06401,0.006650054,,,
188,5,h,2,1,1,16,0.9081,0.0503,0.06047,0.009119704,,,
189,6,h,2,1,1,23,0.8412,0.0637,0.05653,0.008010278,,,
190,15,h,4,1,1,22,0.751,0.0447,0.06096,0.006076402,,,
191,15,h,4,1,1,22,0.7768,0.0424,0.0615,0.004122499,,,
192,18,h,5,1,1,23,0.7851,0.0375,0.05686,0.004522831,,1,
193,5,h,2,1,1,17,0.7779,0.0547,0.0466,0.003842742,,,
194,6,h,2,1,1,24,0.6801,0.0566,0.0581,0.004651881,,,
195,8,l,2,1,1,24,0.7199,0.0783,0.06236,0.006135,,,
196,9,l,3,1,1,24,0.6641,0.0546,0.0477,0.007091192,,,
197,13,h,4,1,1,24,0.7788,0.0824,0.06673,0.010475161,,,
198,13,h,4,1,1,24,0.7438,0.027,0.05413,0.00673796,,,
199,14,l,4,1,1,24,0.736,0.0512,0.05332,0.00738885,,,
200,15,h,4,1,1,23,0.8053,0.0614,0.04444,0.009402151,,,
201,15,h,4,1,1,23,0.8072,0.0548,0.05375,0.006578627,,,
202,15,h,4,1,1,23,0.7096,0.0611,0.06634,0.008886219,,,
203,17,h,5,1,1,23,0.7807,0.0711,0.04995,0.009706842,,,
204,1,h,1,1,1,25,0.7345,0.0392,0.05712,0.004790222,,,
205,20,l,5,1,1,24,0.7828,0.0601,0.04583,0.00403789,1,,
206,20,l,5,1,1,24,0.8417,0.0625,0.04456,0.005075037,1,,
207,2,l,1,1,1,25,0.6634,0.0507,0.060033333,0.005978294,,,
208,5,h,2,1,1,18,0.7839,0.048,0.06052,0.004022658,,,
209,5,h,2,1,1,18,0.7311,0.0557,0.05345,0.006144219,,,
210,10,l,3,1,1,26,0.771,0.0421,0.06387,0.006143479,,,
211,13,h,4,1,1,25,0.8085,0.0597,0.06053,0.006742576,,,1
212,13,h,4,1,1,25,0.7518,0.0619,0.06091,0.004644579,,,
213,13,h,4,1,1,25,0.7387,0.0674,0.06018,0.004855421,,,
214,18,h,5,1,1,25,0.7272,0.0383,0.05501,0.005949314,,1,
215,18,h,5,1,1,25,0.7871,0.05,0.06263,0.004638738,,,
216,1,h,1,1,1,26,0.786,0.0326,0.05966,0.007066541,,,
217,20,l,5,1,1,25,0.7672,0.0704,0.06479,0.005211835,,,
218,20,l,5,1,1,25,0.8179,0.0615,0.04588,0.005252893,1,,
219,5,h,2,1,1,19,0.7985,0.0633,0.05391,0.006892419,,,
220,5,h,2,1,1,19,0.7832,0.0761,0.05447,0.00393363,,,
221,5,h,2,1,1,19,0.6811,0.045,0.05092,0.006208023,,,
222,13,h,4,1,1,26,0.8374,0.0177,0.05624,0.004329896,,1,
223,20,l,5,1,1,26,0.7932,0.0644,0.04658,0.006426127,,,
224,5,h,2,1,1,20,0.7483,0.0725,0.05812,0.006744018,,,
225,6,h,2,1,1,27,0.6585,0.0462,0.06053,0.005360773,,,
226,6,h,2,1,1,27,0.7033,0.0508,0.067,0.006551336,,,
227,6,h,2,1,1,27,0.7011,0.0381,0.05723,0.006576566,,,
228,13,h,4,1,1,27,0.709,0.0509,0.05718,0.00637631,,,
229,15,h,4,1,1,26,0.7425,0.038,0.04087,0.005992412,,,
230,1,h,1,1,1,28,0.6909,0.0391,0.05168,0.004332513,,,
231,20,l,5,1,1,27,0.6906,0.0403,0.04758,0.005916981,,,
232,5,h,2,1,1,21,0.7855,0.0561,0.04784,0.006642322,,,
233,8,l,2,1,1,28,0.6924,0.0368,0.05126,0.005511039,,,
234,18,h,5,1,1,28,0.7589,0.0469,0.05524,0.006933526,,,
235,18,h,5,1,1,28,0.6999,0.034,0.041925,0.005054206,,,
236,20,l,5,1,1,28,0.763,0.0458,0.05418,0.005536104,,,
237,5,h,2,1,1,22,0.8217,0.0629,0.0671375,0.004093527,,,
238,5,h,2,1,1,22,0.7419,0.0628,0.06346,0.008002944,,,
239,5,h,2,1,1,22,0.7578,0.0542,0.05111,0.00482642,,,
240,5,h,2,1,1,22,0.7478,0.0391,0.047588889,0.005544692,,,
241,10,l,3,1,1,30,0.7566,0.0466,0.05547,0.004765629,,,
242,12,h,3,1,1,30,0.7506,0.0264,0.067442857,0.005646196,,,
243,17,h,5,1,1,28,0.6113,0.0278,0.06278,0.001386362,,,
244,18,h,5,1,1,29,0.652,0.021,0.050825,0.007541165,,,
245,18,h,5,1,1,29,0.7443,0.0436,0.06512,0.006190638,,,
246,1,h,1,1,1,30,0.7568,0.0293,0.048366667,0.002306223,,,1
247,18,h,5,1,1,31,0.7309,0.0493,0.06575,0.008396329,1,,
248,5,h,2,1,1,28,0.8123,0.0515,0.05837,0.004308145,1,,
249,5,h,2,1,1,28,0.8566,0.0411,0.06164,0.005379632,,,
250,5,h,2,1,1,29,0.7199,0.046,0.0551,0.007445636,,,
251,5,h,2,1,1,29,0.7352,0.0558,0.05741,0.008417898,,,
252,5,h,2,1,1,29,0.8179,0.0341,0.052,0.004472881,,,
253,5,h,2,1,1,29,0.7919,0.0448,0.0612,0.009831921,,,
254,1,h,1,2,1,19,0.7462,0.0413,0.056666667,0.008654334,,,
255,1,h,1,2,1,19,0.7798,0.0667,0.06383,0.003710061,1,,
256,1,h,1,2,1,19,0.7549,0.0532,0.05657,0.003537121,,,
257,1,h,1,2,1,19,0.784,0.0842,0.06121,0.005630759,1,,
258,1,h,1,2,1,24,0.7167,0.0335,0.058366667,0.007250862,,,
259,1,h,1,2,1,24,0.7062,0.0298,0.06545,0.008577587,,,
260,1,h,1,2,1,24,0.7139,0.0476,0.051177778,0.005935229,,,
261,17,h,5,2,1,24,0.7565,0.0521,0.05995,0.00595133,1,,
262,17,h,5,2,1,24,0.7579,0.044,0.058155556,0.007535103,,,
263,17,h,5,2,1,24,0.6716,0.0374,0.05668,0.006260422,,,
264,19,l,5,2,1,24,0.7805,0.0458,0.05934,0.007260885,1,,
265,4,h,1,2,1,24,0.7708,0.0539,0.0586,0.005999583,,,
266,17,h,5,2,1,25,0.7784,0.0456,0.04828,0.006278676,1,,
267,17,h,5,2,1,25,0.7442,0.0294,0.0608,0.012208522,,,
268,4,h,1,2,1,25,0.7782,0.0564,0.05486,0.004256812,1,,
269,4,h,1,2,1,25,0.7435,0.0461,0.059377778,0.002873925,,,
270,8,l,2,2,1,25,0.724,0.0516,0.04444,0.005945157,1,,
271,8,l,2,2,1,25,0.725,0.0453,0.05567,0.006495477,1,,
272,8,l,2,2,1,25,0.7271,0.0517,0.05086,0.00502266,1,,
273,8,l,2,2,1,25,0.6721,0.0475,0.0492375,0.007537513,,,
274,8,l,2,2,1,25,0.576,0.046,0.049916667,0.002213067,,,
275,8,l,2,2,1,25,0.6373,0.0484,0.054788889,0.008190306,,,
276,17,h,5,2,1,26,0.7969,0.0378,0.06223,0.004272405,,,
277,19,l,5,2,1,26,0.759,0.0187,0.0503,0.001533623,,,
278,4,h,1,2,1,26,0.7305,0.0453,0.0466375,0.006686433,,,
279,17,h,5,2,1,28,0.7194,0.0355,0.05409,0.008096151,,,
280,8,l,2,2,1,28,0.6998,0.0497,0.05198,0.007916621,,,
281,17,h,5,2,1,29,0.6549,0.0451,0.0567,0.008840563,,,
282,8,l,2,2,1,29,0.6797,0.0342,0.0551,0.008674099,,,
283,8,l,2,2,1,29,0.8287,0.0394,0.058777778,0.007324066,,,
284,17,h,5,2,1,19,0.7714,0.0523,0.04699,0.005332177,1,,1
285,17,h,5,2,1,19,0.7098,0.0645,0.05935,0.005801389,,,
286,17,h,5,2,1,19,0.7556,0.0653,0.05857,0.00675476,1,,
287,17,h,5,2,1,16,0.7767,0.0586,0.0616,0.005041384,,,
288,17,h,5,2,1,17,0.8219,0.0717,0.05614,0.004317201,,,
289,17,h,5,2,1,17,0.787,0.0678,0.06143,0.008705815,,,
290,19,l,5,2,1,19,0.7294,0.0576,0.05811,0.007447662,,,
291,19,l,5,2,1,19,0.7971,0.0535,0.05665,0.007071264,1,,
292,19,l,5,2,1,19,0.7801,0.0422,0.06374,0.007172664,,,
293,19,l,5,2,1,19,0.7448,0.0485,0.05821,0.006456771,1,,
294,19,l,5,2,1,18,0.8649,0.0877,0.06187,0.004311754,1,,
295,19,l,5,2,1,18,0.8391,0.0862,0.06491,0.003739712,1,,
296,1,h,1,2,1,18,0.7449,0.0569,0.0536,0.006035819,,,
297,1,h,1,2,1,18,0.7927,0.0685,0.06199,0.006551582,,,
298,1,h,1,2,1,17,0.8078,0.0633,0.05882,0.004039197,1,,
299,1,h,1,2,1,18,0.8287,0.0579,0.06058,0.005015266,,,
300,4,h,1,2,1,19,0.6835,0.0363,0.045277778,0.006244753,,,
301,4,h,1,2,1,19,0.795,0.0471,0.06311,0.004200384,,,
302,17,h,5,2,1,18,0.7566,0.0788,0.05836,0.0054441,1,,
303,17,h,5,2,1,18,0.7753,0.0476,0.05853,0.004113946,,,
304,17,h,5,2,1,18,0.7855,0.0695,0.05895,0.004585545,1,,
305,17,h,5,2,1,18,0.7222,0.0762,0.05625,0.004551495,,,
306,17,h,5,2,1,18,0.8129,0.08,0.06184,0.003203887,1,,
307,17,h,5,2,1,18,0.7679,0.0511,0.0568,0.003829999,1,,
308,17,h,5,2,1,18,0.7417,0.0692,0.05537,0.005352891,,,
309,17,h,5,2,1,18,0.7914,0.0564,0.05979,0.007684537,,,
310,17,h,5,2,1,18,0.7627,0.0522,0.043033333,0.00343841,1,,1
311,4,h,1,2,1,18,0.7995,0.0633,0.05577,0.004569719,1,,
312,4,h,1,2,1,17,0.781,0.0633,0.054166667,0.007319836,,,1
313,4,h,1,2,1,17,0.7699,0.0715,0.05944,0.006240406,,,
314,4,h,1,2,1,16,0.7546,0.0954,0.06894,0.006022772,,,
315,4,h,1,2,1,18,0.7895,0.0537,0.06023,0.004534326,,,
316,4,h,1,2,1,16,0.8102,0.0202,0.06752,0.002986972,,,
317,4,h,1,2,1,16,0.8102,0.0648,0.06125,0.004698522,,,
318,4,h,1,2,1,17,0.7983,0.0614,0.059455556,0.005072009,,,
319,4,h,1,2,1,17,0.7913,0.0803,0.05832,0.008066226,,,
320,4,h,1,2,1,17,0.8002,0.0631,0.05798,0.005188192,,,
321,4,h,1,2,1,17,0.7314,0.0657,0.05117,0.005446722,,,
322,4,h,1,2,1,17,0.7726,0.0657,0.06498,0.00532954,,,
323,4,h,1,2,1,16,0.8061,0.0581,0.05554,0.006761854,,,
324,1,h,1,2,1,20,0.7511,0.0575,0.046488889,0.002922946,1,,1
325,1,h,1,2,1,20,0.7001,0.052,0.059585714,0.006202803,,,
326,1,h,1,2,1,20,0.8059,0.0608,0.05472,0.003306492,1,,
327,1,h,1,2,1,20,0.782,0.0679,0.05553,0.004560227,1,,
328,1,h,1,2,1,20,0.6807,0.0415,0.045357143,0.003920398,1,,1
329,19,l,5,2,1,20,0.7856,0.0451,0.0588,0.007036571,,,
330,4,h,1,2,1,20,0.8008,0.0704,0.05871,0.006686379,1,,
331,4,h,1,2,1,20,0.8109,0.0625,0.04818,0.005341411,1,,
332,8,l,2,2,1,20,0.8094,0.0339,0.061425,0.001252664,,1,
333,1,h,1,2,1,21,0.7379,0.0601,0.05135,0.003450684,1,,
334,1,h,1,2,1,21,0.7703,0.0632,0.061,0.007934874,1,,
335,1,h,1,2,1,21,0.7806,0.0481,0.06109,0.00284271,1,,
336,1,h,1,2,1,21,0.7385,0.0471,0.05437,0.004501617,1,,
337,1,h,1,2,1,21,0.7885,0.0626,0.0576,0.005833619,1,,
338,17,h,5,2,1,21,0.7893,0.0704,0.06352,0.004787901,1,,
339,17,h,5,2,1,21,0.7575,0.0711,0.06951,0.006831536,1,,
340,19,l,5,2,1,21,0.8123,0.0553,0.055825,0.004925952,,,
341,4,h,1,2,1,21,0.7875,0.0662,0.06427,0.00663577,,,
342,4,h,1,2,1,21,0.7473,0.0572,0.07346,0.003787758,1,,
343,8,l,2,2,1,21,0.7762,0.0152,0.040342857,0.005116919,,1,
344,1,h,1,2,1,22,0.7684,0.065,0.05818,0.004739855,1,,
345,1,h,1,2,1,22,0.7298,0.0408,0.0501,0.006334912,,,
346,1,h,1,2,1,22,0.7804,0.068,0.06412,0.004237609,1,,
347,1,h,1,2,1,22,0.7472,0.0504,0.05866,0.006028488,1,,
348,19,l,5,2,1,22,0.8037,0.0581,0.05004,0.006513951,1,,
349,4,h,1,2,1,22,0.7865,0.0583,0.05685,0.007047813,1,,
350,8,l,2,2,1,22,0.7689,0.0385,0.05719,0.004643382,,,
351,8,l,2,2,1,16,0.8048,0.0551,0.05666,0.005912172,,,
352,1,h,1,2,1,23,0.7292,0.033,0.062111111,0.005266983,,,
353,1,h,1,2,1,23,0.7174,0.0357,0.048533333,0.006410512,,,
354,1,h,1,2,1,23,0.7464,0.0477,0.041844444,0.00390804,,,1
355,17,h,5,2,1,23,0.7867,0.0422,0.05532,0.004248869,,,
356,19,l,5,2,1,23,0.8065,0.0418,0.06301,0.006869004,,,
357,19,l,5,2,1,23,0.771,0.0469,0.048133333,0.007342513,,,
358,19,l,5,2,1,23,0.7436,0.0538,0.05917,0.005849036,1,,
359,4,h,1,2,1,23,0.7164,0.057,0.05578,0.003586952,,,
360,4,h,1,2,1,23,0.7481,0.0403,0.05432,0.004110366,,,
361,4,h,1,2,1,23,0.7902,0.0643,0.06073,0.006153418,1,,
362,8,l,2,2,1,23,0.7054,0.0459,0.05512,0.007928822,1,,
363,8,l,2,2,1,23,0.7457,0.0438,0.05837,0.005069089,,,
364,8,l,2,2,1,23,0.8114,0.0057,0.0565,0.004949747,,1,
1,7,l,2,1,2,21,0.722,0.0569,0.05664,0.006083895,,,
2,7,l,2,1,2,21,0.7363,0.0634,0.05697,0.005795793,,,
3,7,l,2,1,2,15,0.7931,0.0574,0.0552,0.007021554,,,
4,7,l,2,1,2,18,0.711,0.0402,0.054733333,0.007430119,,,
5,7,l,2,1,2,19,0.77,0.0656,0.05566,0.011606148,,,
6,7,l,2,1,2,23,0.8189,0.0691,0.05894,0.005995035,,,
7,7,l,2,1,2,23,0.7172,0.045,0.05557,0.008596388,,,
8,7,l,2,1,2,23,0.7244,0.0534,0.05006,0.009994354,,,
9,7,l,2,1,2,25,0.7327,0.0425,0.04606,0.006722136,,,
10,7,l,2,1,2,26,0.7709,0.0429,0.0564,0.004575539,1,,
11,7,l,2,1,2,28,0.7602,0.0551,0.05235,0.006713544,,,
12,7,l,2,1,2,25,0.6786,0.0526,0.059744444,0.003817758,,,
13,7,l,2,1,2,26,0.6687,0.0285,0.042185714,0.002732172,,,1
14,6,h,2,1,2,20,0.7637,0.0465,0.03872,0.005047728,,,
15,6,h,2,1,2,24,0.7455,0.0333,0.04671,0.006963947,,,
16,6,h,2,1,2,25,0.7432,0.0342,0.058757143,0.007885611,,,
17,6,h,2,1,2,13,0.7974,0.0723,0.06288,0.006338209,,,
18,6,h,2,1,2,14,0.7746,0.0596,0.06205,0.004863273,,,
19,6,h,2,1,2,15,0.8192,0.0571,0.05074,0.006573212,1,,
20,6,h,2,1,2,16,0.7814,0.055,0.05445,0.004437529,1,,
21,6,h,2,1,2,16,0.7065,0.0428,0.061433333,0.00907221,,,
22,6,h,2,1,2,17,0.8264,0.0554,0.06269,0.007026687,1,,
23,6,h,2,1,2,18,0.7718,0.0439,0.04917,0.008748721,,,
24,6,h,2,1,2,16,0.7134,0.0415,0.062755556,0.006253221,,,
25,6,h,2,1,2,24,0.7636,0.0409,0.06391,0.006291696,,,
26,6,h,2,1,2,15,0.7246,0.0414,0.056266667,0.00334776,1,,
27,6,h,2,1,2,15,0.7922,0.0829,0.0716,0.006881537,1,,
28,6,h,2,1,2,24,0.8116,0.0437,0.05275,0.007664239,1,,
29,6,h,2,1,2,24,0.6986,0.0455,0.05604,0.007752304,,,
30,5,h,2,1,2,9,0.8197,0.0645,0.05662,0.004189617,,,
31,5,h,2,1,2,10,0.7202,0.0581,0.06178,0.007490557,,,
32,5,h,2,1,2,11,0.7541,0.0691,0.05144,0.00715995,,,
33,5,h,2,1,2,15,0.7161,0.0262,0.050025,0.004098272,,,1
34,5,h,2,1,2,12,0.7824,0.0685,0.060055556,0.006934715,,,
35,5,h,2,1,2,16,0.7627,0.0396,0.048475,0.006515202,,,
36,5,h,2,1,2,13,0.7604,0.0445,0.052166667,0.007885599,,,
37,5,h,2,1,2,13,0.8158,0.0564,0.04659,0.003878273,1,,
38,5,h,2,1,2,17,0.6975,0.056,0.0641,0.005686045,,,
39,5,h,2,1,2,16,0.7904,0.0583,0.05445,0.007133217,,,
40,5,h,2,1,2,17,0.7322,0.0365,0.047366667,0.00487673,,,
41,5,h,2,1,2,16,0.7665,0.0577,0.058,0.006200179,,,
42,5,h,2,1,2,7,0.9773,0.0925,0.05294,0.004045079,1,,
43,5,h,2,1,2,17,0.7661,0.0337,0.0581375,0.009098813,,,
44,5,h,2,1,2,14,0.7478,0.0567,0.0573,0.005048212,,,
45,5,h,2,1,2,17,0.7166,0.0401,0.05331,0.005969636,,,
46,2,l,1,1,2,19,0.7684,0.0711,0.06264,0.007958671,,,
47,2,l,1,1,2,20,0.8583,0.0859,0.06353,0.003539005,,,
48,2,l,1,1,2,20,0.7863,0.0497,0.06332,0.006918542,,,
49,2,l,1,1,2,20,0.748,0.0759,0.06032,0.00525247,,,1
50,2,l,1,1,2,20,0.7603,0.0592,0.06377,0.006043187,1,,
51,2,l,1,1,2,20,0.8028,0.0932,0.06906,0.00707377,,,
52,2,l,1,1,2,20,0.8416,0.069,0.06302,0.004420106,,,
53,2,l,1,1,2,20,0.8038,0.0615,0.05616,0.005187421,,,
54,2,l,1,1,2,20,0.7952,0.0569,0.05979,0.005912407,,,
55,2,l,1,1,2,20,0.8143,0.051,0.05783,0.006569466,,,
56,2,l,1,1,2,20,0.7929,0.0686,0.05751,0.006751041,,,1
57,2,l,1,1,2,20,0.7874,0.0663,0.06377,0.004783316,,,
58,2,l,1,1,2,20,0.7994,0.0644,0.05994,0.004351041,,,
59,2,l,1,1,2,20,0.8069,0.0527,0.05543,0.006297275,,,
60,2,l,1,1,2,21,0.7578,0.051,0.05645,0.003787479,,,
61,2,l,1,1,2,22,0.7905,0.0312,0.0568,0.010285589,,,
62,2,l,1,1,2,23,0.8356,0.0282,0.056011111,0.006966966,,1,
63,2,l,1,1,2,26,0.7787,0.0626,0.05971,0.00607718,1,,
64,2,l,1,1,2,21,0.7634,0.0521,0.06022,0.004263228,1,,
65,2,l,1,1,2,21,0.8176,0.0604,0.05704,0.00435895,1,1,
66,2,l,1,1,2,21,0.8044,0.0624,0.057966667,0.004357752,1,,
67,2,l,1,1,2,21,0.8061,0.0728,0.069114286,0.005946548,,,
68,2,l,1,1,2,22,0.858,0.0846,0.06372,0.006212675,1,,
69,1,h,1,1,2,17,0.7703,0.0571,0.05897,0.004254945,1,,
70,1,h,1,1,2,18,0.76,0.0481,0.05089,0.003779609,,,
71,1,h,1,1,2,19,0.7382,0.067,0.06056,0.0092843,,,
